"Seq","Status","Account No.","Name","Type","Reference","Amount*","Freight*","Disc%","Discount*","Other*","Balance*","Terms","Salesperson","Date","Factor","Division","Aging","Past Due Status","Due Days","Due Date","Charge Back No.","Sales Period","Date Paid","Batch","Cust Ck No.","Cust Ck Date","Cust Ck Amount","Assign. No.","Assign. Date","Reason","Description","Collection","Cust PO","Ship-To","Approval","Cust ChgBack No.","Remarks","Trail","Manifest","Rank","TS Status","Shipped on","Ship Via","Pieces*","Cartons*","Pro Number","TS Amount*","TS Freight*","TS Variance*","EDI Batch No.","Tracking No","TS Comments","State","Store","DC No.", 
"120","Open","DG0001","DOLLAR GENERAL LLC","Invoice","100703","14,592.00",".00","  .00%",".00",".00","14,592.00","NET 75","DS","10/21/2013","W","PB","2","Current"," 75","01/05/2014","","08/13","","","","","","000078","10/25/2013","","","No collection Info","F0W9M5","000521","142139","","","100703","G191","","Shipped","10/21/13"," VENDOR PORTAL","  7296","   114","142862","14,592.00","    .00",".00","","","","VA","","",
"121","Open","DG0001","DOLLAR GENERAL LLC","Invoice","100704","19,200.00",".00","  .00%",".00",".00","19,200.00","NET 75","DS","10/21/2013","W","PB","2","Current"," 75","01/05/2014","","08/13","","","","","","000078","10/25/2013","","","No collection Info","F0W9M6","000522","142139","","","100704","G193","","Shipped","10/21/13"," VENDOR PORTAL","  9600","   150","142863","19,200.00","    .00",".00","","","","MS","","",
"122","Open","DG0001","DOLLAR GENERAL LLC","Invoice","100705","20,736.00",".00","  .00%",".00",".00","20,736.00","NET 75","DS","10/21/2013","W","PB","2","Current"," 75","01/05/2014","","08/13","","","","","","000078","10/25/2013","","","No collection Info","F0W9M7","000524","142139","","","100705","G187","","Shipped","10/21/13"," VENDOR PORTAL"," 10368","   162","142864","20,736.00","    .00",".00","","","","MO","","",
"123","Open","DG0001","DOLLAR GENERAL LLC","Invoice","100706","19,200.00",".00","  .00%",".00",".00","19,200.00","NET 75","DS","10/21/2013","W","PB","2","Current"," 75","01/05/2014","","08/13","","","","","","000078","10/25/2013","","","No collection Info","F0W9M8","000525","142139","","","100706","G190","","Shipped","10/21/13"," VENDOR PORTAL","  9600","   150","142865","19,200.00","    .00",".00","","","","FL","","",
"124","Open","DG0001","DOLLAR GENERAL LLC","Invoice","100709","16,896.00",".00","  .00%",".00",".00","16,896.00","NET 75","DS","10/21/2013","W","PB","2","Current"," 75","01/05/2014","","08/13","","","","","","000078","10/25/2013","","","No collection Info","F0W9MF","000528","142139","","","100709","G201","","Shipped","10/21/13"," VENDOR PORTAL","  8448","   132","142868","16,896.00","    .00",".00","","","","IN","","",
"125","Open","DG0001","DOLLAR GENERAL LLC","Invoice","100710","17,664.00",".00","  .00%",".00",".00","17,664.00","NET 75","DS","10/21/2013","W","PB","2","Current"," 75","01/05/2014","","08/13","","","","","","000078","10/25/2013","","","No collection Info","F0W9MG","000529","142139","","","100710","G189","","Shipped","10/21/13"," VENDOR PORTAL","  8832","   138","142869","17,664.00","    .00",".00","","","","AL","","",
"126","Open","DG0001","DOLLAR GENERAL LLC","Invoice","100707","19,200.00",".00","  .00%",".00",".00","19,200.00","NET 75","DS","11/04/2013","W","PB","","Current"," 75","01/19/2014","","08/13","","","","","","000105","12/02/2013","","","No collection Info","F0W9M9","000526","142139","","","100707","G246","","Shipped","11/04/13","EXLA-ESTES EXPR","  9600","   150","142867","19,200.00","    .00",".00","","","","OH","","",
"127","Open","DG0001","DOLLAR GENERAL LLC","Invoice","100708","7,936.00",".00","  .00%",".00",".00","7,936.00","NET 75","DS","11/04/2013","W","PB","","Current"," 75","01/19/2014","","08/13","","","","","","000105","12/02/2013","","","No collection Info","F0W9MC","000527","142139","","","100708","G246","","Shipped","11/04/13","EXLA-ESTES EXPR","  3968","    62","142867","7,936.00","    .00",".00","","","","SC","","",
"128","Open","DG0001","DOLGENCORP LLC","Invoice","101049","24,048.00",".00","  .00%",".00",".00","24,048.00","NET 75","DS","11/11/2013","W","PB","","Current"," 75","01/26/2014","","11/13","","","","","","000098","11/12/2013","","","No collection Info","F0Y5MH","000519","592554","","","101049","G244","","Shipped","11/11/13","CALL TO ROUTE","  8016","   167","","24,048.00","    .00",".00","","","","TN","","",
"129","Open","DG0001","DOLGENCORP LLC","Invoice","101051","25,632.00",".00","  .00%",".00",".00","25,632.00","NET 75","DS","11/11/2013","W","PB","","Current"," 75","01/26/2014","","11/13","","","","","","000098","11/12/2013","","","No collection Info","F0Y5MK","000521","592554","","","101051","G244","","Shipped","11/11/13","CALL TO ROUTE","  8544","   178","","25,632.00","    .00",".00","","","","VA","","",
"130","Open","DG0001","DOLGENCORP LLC","Invoice","101053","35,568.00",".00","  .00%",".00",".00","35,568.00","NET 75","DS","11/11/2013","W","PB","","Current"," 75","01/26/2014","","11/13","","","","","","000098","11/12/2013","","","No collection Info","F0Y5MN","000524","592554","","","101053","G244","","Shipped","11/11/13","CALL TO ROUTE"," 11856","   247","","35,568.00","    .00",".00","","","","MO","","",
"131","Open","DG0001","DOLGENCORP LLC","Invoice","101056","21,600.00",".00","  .00%",".00",".00","21,600.00","NET 75","DS","11/11/2013","W","PB","","Current"," 75","01/26/2014","","11/13","","","","","","000098","11/12/2013","","","No collection Info","F0Y5MR","000527","592554","","","101056","G244","","Shipped","11/11/13","CALL TO ROUTE","  7200","   150","","21,600.00","    .00",".00","","","","SC","","",
"132","Open","DG0001","DOLGENCORP LLC","Invoice","101058","31,824.00",".00","  .00%",".00",".00","31,824.00","NET 75","DS","11/11/2013","W","PB","","Current"," 75","01/26/2014","","11/13","","","","","","000098","11/12/2013","","","No collection Info","F0Y5MV","000529","592554","","","101058","G244","","Shipped","11/11/13","CALL TO ROUTE"," 10608","   221","","31,824.00","    .00",".00","","","","AL","","",
"133","Open","DG0001","DOLGENCORP LLC","Invoice","101050","54,288.00",".00","  .00%",".00",".00","54,288.00","NET 75","DS","11/12/2013","W","PB","","Current"," 75","01/27/2014","","11/13","","","","","","000098","11/12/2013","","","No collection Info","F0Y5MJ","000520","592554","","","101050","G244","","Shipped","11/12/13","CALL TO ROUTE"," 18096","   377","","54,288.00","    .00",".00","","","","OK","","",
"134","Open","DG0001","DOLGENCORP LLC","Invoice","101052","30,816.00",".00","  .00%",".00",".00","30,816.00","NET 75","DS","11/12/2013","W","PB","","Current"," 75","01/27/2014","","11/13","","","","","","000098","11/12/2013","","","No collection Info","F0Y5MM","000522","592554","","","101052","G244","","Shipped","11/12/13","CALL TO ROUTE"," 10272","   214","","30,816.00","    .00",".00","","","","MS","","",
"135","Open","DG0001","DOLGENCORP LLC","Invoice","101054","31,680.00",".00","  .00%",".00",".00","31,680.00","NET 75","DS","11/12/2013","W","PB","","Current"," 75","01/27/2014","","11/13","","","","","","000098","11/12/2013","","","No collection Info","F0Y5MP","000525","592554","","","101054","G244","","Shipped","11/12/13","CALL TO ROUTE"," 10560","   220","","31,680.00","    .00",".00","","","","FL","","",
"136","Open","DG0001","DOLGENCORP LLC","Invoice","101055","33,552.00",".00","  .00%",".00",".00","33,552.00","NET 75","DS","11/12/2013","W","PB","","Current"," 75","01/27/2014","","11/13","","","","","","000098","11/12/2013","","","No collection Info","F0Y5MQ","000526","592554","","","101055","G244","","Shipped","11/12/13","CALL TO ROUTE"," 11184","   233","","33,552.00","    .00",".00","","","","OH","","",
"137","Open","DG0001","DOLGENCORP LLC","Invoice","101057","29,808.00",".00","  .00%",".00",".00","29,808.00","NET 75","DS","11/12/2013","W","PB","","Current"," 75","01/27/2014","","11/13","","","","","","000098","11/12/2013","","","No collection Info","F0Y5MT","000528","592554","","","101057","G244","","Shipped","11/12/13","CALL TO ROUTE","  9936","   207","","29,808.00","    .00",".00","","","","IN","","",
"138","Open","DG0001","DOLGENCORP LLC","Invoice","101059","6,624.00",".00","  .00%",".00",".00","6,624.00","NET 75","DS","11/12/2013","W","PB","","Current"," 75","01/27/2014","","11/13","","","","","","000098","11/12/2013","","","No collection Info","F0Y5MW","000530","592554","","","101059","G244","","Shipped","11/12/13","CALL TO ROUTE","  2208","    46","","6,624.00","    .00",".00","","","","CA","","",
"139","Open","DT0001","DAD TRADING CORP. DB","Invoice","100916","1,406.50",".00","  .00%",".00",".00","1,406.50","NET 30","EE","11/06/2013","W","PB","32","Current"," 30","12/06/2013","","10/13","","","","","","000111","12/03/2013","","","No collection Info","101013","DT0001","582714","","LINE 0006RG VOIDED.  (STYLE 3151K00)","100916","G257","","Shipped","11/06/13","UCL","   200","    21","151623","1,406.50","    .00",".00","","466356","Voided Line 0006RG Voided Line 0006R9 Vo","NY","","",
"140","Open","EH0001","ELIZA HENRY","Invoice","101131","680.16","29.16","  .00%",".00","36.00","680.16","NET 30","KR","11/27/2013","W","PB","11","Current"," 30","12/27/2013","","11/13","","","","","","000104","12/02/2013","","","No collection Info","1","EH0001","753848","","","101131","G294","","Shipped","11/27/13","UPSN-UNITED PAR","    42","     6","","680.16","  29.16",".00","","557841391730","","OH","","",
"141","Open","EL0000","ELBERT DEPT STORE","Invoice","100898","758.39","105.89","  .00%",".00",".00","758.39","NET 30","JC","10/25/2013","W","PB","44","1 to 30"," 30","11/24/2013","","10/13","","","","","","000080","11/04/2013","","","No collection Info","03132013","EL0000","391359","","","100898","G215","","Shipped","10/25/13","FEDEX GROUND","    48","     8","","758.39"," 105.89",".00","","557841385859","","MO","","",
"142","Open","EL0000","ELBERT DEPT STORE","Invoice","100987","108.00",".00","  .00%",".00",".00","108.00","NET 30","JC","10/25/2013","W","PB","44","1 to 30"," 30","11/24/2013","","10/13","","","","","","","","","","No collection Info","03132013","EL0000","391359","","","100987","","","Open","  /  /","FEDEX GROUND","     0","     0","","108.00","    .00",".00","","","Voided Line 0003XG","MO","","",
"143","Open","EL0000","ELBERT DEPT STORE","Manual","900071","-108.00",".00","  .00%",".00",".00","-108.00","NET 30","JC","10/25/2013","W","PB","44","1 to 30"," 30","11/24/2013","","10/13","","","","","","","","","","No collection Info","03132013","EL0000","391359","","LINE 0003XG VOIDED.  (STYLE 7095327","100987","","","","","","","","","","","","","","","MO","","",
"144","Open","FM0001","FORMAN MILLS","Invoice","100146","1,620.00",".00","  .00%",".00",".00","1,620.00","NET 60","JB","09/03/2013","W","PB","66","31 to 60"," 60","11/02/2013","","08/13","","","","","","000110","12/03/2013","","","No collection Info","299198","FM0001","215949","","","100146","G287","","Shipped","09/10/13","GCTN-GREAT CENT","   240","    20","132499","1,620.00","    .00",".00","","","","NJ","","",
"145","Open","GA0001","GARLANS FASHION APPA","Invoice","100988",".00",".00","  .00%",".00",".00",".00","NET 30","BB","10/25/2013","W","PB","44","1 to 30"," 30","11/24/2013","","10/13","","","","","","","","","","No collection Info","11383","GA0001","108618","","LINE 0000TU VOIDED.  (STYLE 7096537","100988","","","Cancelled","  /  /","UPS COLLECT","     0","     0","",".00","    .00",".00","","","Voided Line 0000TU Voided Line 0000TT","CA","","",
"146","Open","GA0001","GARLANS FASHION APPA","Invoice","100982","197.62",".00","  .00%",".00","-34.88","197.62","NET 30","BB","11/01/2013","W","PB","37","1 to 30"," 30","12/01/2013","","10/13","","","","","","000090","11/11/2013","","","No collection Info","11382","GA0001","108618","","","100982","G260","","Shipped","10/30/13","UPS COLLECT","    24","     4","","197.62","    .00",".00","","","","CA","","",
"147","Open","GA0001","GARLANS FASHION APPA","Invoice","100983","91.80",".00","  .00%",".00","-16.20","91.80","NET 30","BB","11/01/2013","W","PB","37","1 to 30"," 30","12/01/2013","","10/13","","","","","","000090","11/11/2013","","","No collection Info","11383","GA0001","108618","","","100983","G260","","Shipped","11/01/13","UPS","    12","     2","","91.80","    .00",".00","","","","CA","","",
"148","Open","GB0001","GABRIEL BROTHERS","Invoice","100223","480.00",".00","  .00%",".00",".00","480.00","NET 30","JB","09/09/2013","W","PB","90","31 to 60"," 30","10/09/2013","","08/13","","","","","","","","","","No collection Info","100-0000261914 KS","GB0001","382698","","LINE 0000SV VOIDED.  (STYLE 4070221)","100223","","","Cancelled","  /  /","CALL TO ROUTE","     0","     0","",".00","    .00","480.00","","","Voided Line 0000SV Voided Line 0000SU Vo","WV","","",
"149","Open","GB0001","GABRIEL BROTHERS","Invoice","100225","225.00",".00","  .00%",".00",".00","225.00","NET 30","JB","09/09/2013","W","PB","90","31 to 60"," 30","10/09/2013","","08/13","","","","","","","","","","No collection Info","100-0000261924 KS","GB0001","382698","","LINE 0000S7 VOIDED.  (STYLE 2630700)","100225","","","Cancelled","  /  /","CALL TO ROUTE","     0","     0","",".00","    .00","225.00","","","Voided Line 0000S7 Voided Line 0000S6 Vo","WV","","",
"150","Open","GB0001","GABRIEL BROTHERS","Manual","900041","-45.00",".00","  .00%",".00",".00","-45.00","NET 30","JB","09/09/2013","W","PB","90","31 to 60"," 30","10/09/2013","","08/13","","","","","","","","","","No collection Info","100-0000261924 KS","GB0001","382698","","LINE 0000S4 VOIDED.  (STYLE 3134300)","100225","","","","","","","","","","","","","","","WV","","",
"151","Open","GB0001","GABRIEL BROTHERS","Manual","900042","-45.00",".00","  .00%",".00",".00","-45.00","NET 30","JB","09/09/2013","W","PB","90","31 to 60"," 30","10/09/2013","","08/13","","","","","","","","","","No collection Info","100-0000261924 KS","GB0001","382698","","LINE 0000S5 VOIDED.  (STYLE 3176122)","100225","","","","","","","","","","","","","","","WV","","",
"152","Open","GB0001","GABRIEL BROTHERS","Manual","900043","-45.00",".00","  .00%",".00",".00","-45.00","NET 30","JB","09/09/2013","W","PB","90","31 to 60"," 30","10/09/2013","","08/13","","","","","","","","","","No collection Info","100-0000261924 KS","GB0001","382698","","LINE 0000S6 VOIDED.  (STYLE 5176121)","100225","","","","","","","","","","","","","","","WV","","",
"153","Open","GB0001","GABRIEL BROTHERS","Manual","900044","-90.00",".00","  .00%",".00",".00","-90.00","NET 30","JB","09/09/2013","W","PB","90","31 to 60"," 30","10/09/2013","","08/13","","","","","","","","","","No collection Info","100-0000261924 KS","GB0001","382698","","LINE 0000S7 VOIDED.  (STYLE 2630700)","100225","","","","","","","","","","","","","","","WV","","",
"154","Open","GB0001","GABRIEL BROTHERS","Manual","900045","-24.00",".00","  .00%",".00",".00","-24.00","NET 30","JB","09/09/2013","W","PB","90","31 to 60"," 30","10/09/2013","","08/13","","","","","","","","","","No collection Info","100-0000261914 KS","GB0001","382698","","LINE 0000SF VOIDED.  (STYLE 1232100)","100223","","","","","","","","","","","","","","","WV","","",
"155","Open","GB0001","GABRIEL BROTHERS","Manual","900046","-24.00",".00","  .00%",".00",".00","-24.00","NET 30","JB","09/09/2013","W","PB","90","31 to 60"," 30","10/09/2013","","08/13","","","","","","","","","","No collection Info","100-0000261914 KS","GB0001","382698","","LINE 0000SG VOIDED.  (STYLE 3031700)","100223","","","","","","","","","","","","","","","WV","","",
"156","Open","GB0001","GABRIEL BROTHERS","Manual","900047","-24.00",".00","  .00%",".00",".00","-24.00","NET 30","JB","09/09/2013","W","PB","90","31 to 60"," 30","10/09/2013","","08/13","","","","","","","","","","No collection Info","100-0000261914 KS","GB0001","382698","","LINE 0000SH VOIDED.  (STYLE 2050U00)","100223","","","","","","","","","","","","","","","WV","","",
"157","Open","GB0001","GABRIEL BROTHERS","Manual","900048","-24.00",".00","  .00%",".00",".00","-24.00","NET 30","JB","09/09/2013","W","PB","90","31 to 60"," 30","10/09/2013","","08/13","","","","","","","","","","No collection Info","100-0000261914 KS","GB0001","382698","","LINE 0000SI VOIDED.  (STYLE 2050V00)","100223","","","","","","","","","","","","","","","WV","","",
"158","Open","GB0001","GABRIEL BROTHERS","Manual","900049","-24.00",".00","  .00%",".00",".00","-24.00","NET 30","JB","09/09/2013","W","PB","90","31 to 60"," 30","10/09/2013","","08/13","","","","","","","","","","No collection Info","100-0000261914 KS","GB0001","382698","","LINE 0000SJ VOIDED.  (STYLE 2050Z00)","100223","","","","","","","","","","","","","","","WV","","",
"159","Open","GB0001","GABRIEL BROTHERS","Manual","900050","-24.00",".00","  .00%",".00",".00","-24.00","NET 30","JB","09/09/2013","W","PB","90","31 to 60"," 30","10/09/2013","","08/13","","","","","","","","","","No collection Info","100-0000261914 KS","GB0001","382698","","LINE 0000SK VOIDED.  (STYLE 3051A00)","100223","","","","","","","","","","","","","","","WV","","",
"160","Open","GB0001","GABRIEL BROTHERS","Manual","900051","-24.00",".00","  .00%",".00",".00","-24.00","NET 30","JB","09/09/2013","W","PB","90","31 to 60"," 30","10/09/2013","","08/13","","","","","","","","","","No collection Info","100-0000261914 KS","GB0001","382698","","LINE 0000SL VOIDED.  (STYLE 3051N00)","100223","","","","","","","","","","","","","","","WV","","",
"161","Open","GB0001","GABRIEL BROTHERS","Manual","900052","-24.00",".00","  .00%",".00",".00","-24.00","NET 30","JB","09/09/2013","W","PB","90","31 to 60"," 30","10/09/2013","","08/13","","","","","","","","","","No collection Info","100-0000261914 KS","GB0001","382698","","LINE 0000SM VOIDED.  (STYLE 3051P00)","100223","","","","","","","","","","","","","","","WV","","",
"162","Open","GB0001","GABRIEL BROTHERS","Manual","900053","-24.00",".00","  .00%",".00",".00","-24.00","NET 30","JB","09/09/2013","W","PB","90","31 to 60"," 30","10/09/2013","","08/13","","","","","","","","","","No collection Info","100-0000261914 KS","GB0001","382698","","LINE 0000SN VOIDED.  (STYLE 4037200)","100223","","","","","","","","","","","","","","","WV","","",
"163","Open","GB0001","GABRIEL BROTHERS","Manual","900054","-24.00",".00","  .00%",".00",".00","-24.00","NET 30","JB","09/09/2013","W","PB","90","31 to 60"," 30","10/09/2013","","08/13","","","","","","","","","","No collection Info","100-0000261914 KS","GB0001","382698","","LINE 0000SO VOIDED.  (STYLE 4050100)","100223","","","","","","","","","","","","","","","WV","","",
"164","Open","GB0001","GABRIEL BROTHERS","Manual","900055","-24.00",".00","  .00%",".00",".00","-24.00","NET 30","JB","09/09/2013","W","PB","90","31 to 60"," 30","10/09/2013","","08/13","","","","","","","","","","No collection Info","100-0000261914 KS","GB0001","382698","","LINE 0000SP VOIDED.  (STYLE 4050P00)","100223","","","","","","","","","","","","","","","WV","","",
"165","Open","GB0001","GABRIEL BROTHERS","Manual","900056","-24.00",".00","  .00%",".00",".00","-24.00","NET 30","JB","09/09/2013","W","PB","90","31 to 60"," 30","10/09/2013","","08/13","","","","","","","","","","No collection Info","100-0000261914 KS","GB0001","382698","","LINE 0000SQ VOIDED.  (STYLE 4050V00)","100223","","","","","","","","","","","","","","","WV","","",
"166","Open","GB0001","GABRIEL BROTHERS","Manual","900057","-24.00",".00","  .00%",".00",".00","-24.00","NET 30","JB","09/09/2013","W","PB","90","31 to 60"," 30","10/09/2013","","08/13","","","","","","","","","","No collection Info","100-0000261914 KS","GB0001","382698","","LINE 0000SR VOIDED.  (STYLE 4051C00)","100223","","","","","","","","","","","","","","","WV","","",
"167","Open","GB0001","GABRIEL BROTHERS","Manual","900058","-24.00",".00","  .00%",".00",".00","-24.00","NET 30","JB","09/09/2013","W","PB","90","31 to 60"," 30","10/09/2013","","08/13","","","","","","","","","","No collection Info","100-0000261914 KS","GB0001","382698","","LINE 0000SS VOIDED.  (STYLE 4151100)","100223","","","","","","","","","","","","","","","WV","","",
"168","Open","GB0001","GABRIEL BROTHERS","Manual","900059","-24.00",".00","  .00%",".00",".00","-24.00","NET 30","JB","09/09/2013","W","PB","90","31 to 60"," 30","10/09/2013","","08/13","","","","","","","","","","No collection Info","100-0000261914 KS","GB0001","382698","","LINE 0000ST VOIDED.  (STYLE 4051B00)","100223","","","","","","","","","","","","","","","WV","","",
"169","Open","GB0001","GABRIEL BROTHERS","Manual","900060","-96.00",".00","  .00%",".00",".00","-96.00","NET 30","JB","09/09/2013","W","PB","90","31 to 60"," 30","10/09/2013","","08/13","","","","","","","","","","No collection Info","100-0000261914 KS","GB0001","382698","","LINE 0000SU VOIDED.  (STYLE 3151F00)","100223","","","","","","","","","","","","","","","WV","","",
"170","Open","GB0001","GABRIEL BROTHERS","Manual","900061","-24.00",".00","  .00%",".00",".00","-24.00","NET 30","JB","09/09/2013","W","PB","90","31 to 60"," 30","10/09/2013","","08/13","","","","","","","","","","No collection Info","100-0000261914 KS","GB0001","382698","","LINE 0000SV VOIDED.  (STYLE 4070221)","100223","","","","","","","","","","","","","","","WV","","",
"171","Open","GG0001","GUYS N GALS","Invoice","100902","697.01","101.51","  .00%",".00",".00","697.01","NET 30","JC","10/25/2013","W","PB","44","1 to 30"," 30","11/24/2013","","10/13","","","","","","000080","11/04/2013","","","No collection Info","3132013","GG0001","392286","","","100902","G217","","Shipped","10/25/13","FEDEX GROUND","    48","     8","","697.01"," 101.51",".00","","","","KS","","",
"172","Open","GG0001","GUYS N GALS","Invoice","100680","254.63","34.13","  .00%",".00",".00","254.63","NET 30","JC","11/07/2013","W","PB","31","Current"," 30","12/07/2013","","08/13","","","","","","000110","12/03/2013","","","No collection Info","3132013","GG0001","392286","","","100680","G258","","Shipped","11/07/13","FEDEX GROUND","    18","     3","","254.63","  34.13",".00","","557841389843","","KS","","",
"173","Open","GO0001","GONZALEZ ASSOCIATES","Invoice","100186","405.00",".00","  .00%",".00",".00","405.00","NET 60","MC","09/04/2013","W","PB","65","31 to 60"," 60","11/03/2013","","08/13","","","","","","000033","09/04/2013","","","No collection Info","COS-3332","GO0001","368899","","","100186","G6","","Shipped","09/18/13","","    72","     6","134003","405.00","    .00",".00","","","","CA","","",
"174","Open","GO0001","GONZALEZ ASSOCIATES","Invoice","100197","504.00",".00","  .00%",".00",".00","504.00","NET 60","MC","09/04/2013","W","PB","65","31 to 60"," 60","11/03/2013","","08/13","","","","","","000033","09/04/2013","","","No collection Info","SAL-3337","GO0001","368899","","","100197","G7","","Shipped","09/18/13","","    96","     8","134014","504.00","    .00",".00","","","","CA","","",
"175","Open","GO0001","GONZALEZ ASSOCIATES","Invoice","100311","672.00",".00","  .00%",".00",".00","672.00","NET 60","MC","09/13/2013","W","PB","56","1 to 30"," 60","11/12/2013","","08/13","","","","","","000043","09/23/2013","","","No collection Info","SAL-3337","GO0001","397332 MT","","","100311","G52","","Shipped","09/23/13","COSMO","    96","     8","137088","672.00","    .00",".00","","","","CA","","",
"176","Open","GO0001","GONZALEZ ASSOCIATES","Invoice","100187","198.00",".00","  .00%",".00",".00","198.00","NET 60","MC","09/18/2013","W","PB","51","1 to 30"," 60","11/17/2013","","08/13","","","","","","000033","09/04/2013","","","No collection Info","COS-3340","GO0001","368899","","","100187","G5","","Shipped","09/18/13","","    36","     3","134004","198.00","    .00",".00","","","","CA","","",
"177","Open","GO0001","GONZALEZ ASSOCIATES","Invoice","100188","1,299.00",".00","  .00%",".00",".00","1,299.00","NET 60","EE","09/18/2013","W","PB","51","1 to 30"," 60","11/17/2013","","08/13","","","","","","000035","09/18/2013","","","No collection Info","COS-3820","GO0001","357518","","","100188","G14","","Shipped","09/18/13","","   216","    30","134005","1,299.00","    .00",".00","","","","CA","","",
"178","Open","GO0001","GONZALEZ ASSOCIATES","Invoice","100189","1,798.20",".00","  .00%",".00",".00","1,798.20","NET 60","MC","09/18/2013","W","PB","51","1 to 30"," 60","11/17/2013","","08/13","","","","","","000035","09/18/2013","","","No collection Info","GUA-3330","GO0001","368899","","","100189","G11","","Shipped","09/18/13","","   324","    27","134006","1,798.20","    .00",".00","","","","CA","","",
"179","Open","GO0001","GONZALEZ ASSOCIATES","Invoice","100194","2,289.00",".00","  .00%",".00",".00","2,289.00","NET 60","EE","09/18/2013","W","PB","51","1 to 30"," 60","11/17/2013","","08/13","","","","","","000035","09/18/2013","","","No collection Info","NIC-3819","GO0001","357518","","","100194","G13","","Shipped","09/18/13","","   480","    45","134011","2,289.00","    .00",".00","","","","CA","","",
"180","Open","GO0001","GONZALEZ ASSOCIATES","Invoice","100195","8,196.00",".00","  .00%",".00",".00","8,196.00","NET 30","EE","09/18/2013","W","PB","81","31 to 60"," 30","10/18/2013","","08/13","","","","","","000035","09/18/2013","","","No collection Info","PRIS-3705","GO0001","368899","","","100195","G12","","Shipped","09/18/13","","  1824","   195","134012","8,196.00","    .00",".00","","","","CA","","",
"181","Open","GO0001","GONZALEZ ASSOCIATES","Invoice","100196","1,333.80",".00","  .00%",".00",".00","1,333.80","NET 60","MC","09/18/2013","W","PB","51","1 to 30"," 60","11/17/2013","","08/13","","","","","","000035","09/18/2013","","","No collection Info","SAL-3329","GO0001","368899","","","100196","G10","","Shipped","09/18/13","","   252","    21","134013","1,333.80","    .00",".00","","","","CA","","",
"182","Open","GO0001","GONZALEZ ASSOCIATES","Invoice","100226","450.00",".00","  .00%",".00",".00","450.00","NET 30","EE","09/18/2013","W","PB","81","31 to 60"," 30","10/18/2013","","08/13","","","","","","000034","09/09/2013","","","No collection Info","PRIS-3705","GO0001","368899","","","100226","G3","","Shipped","09/18/13","","    72","     6","135424","450.00","    .00",".00","","","","CA","","",
"183","Open","GO0001","GONZALEZ ASSOCIATES","Invoice","100303","870.00",".00","  .00%",".00",".00","870.00","NET 60","MC","09/23/2013","W","PB","46","1 to 30"," 60","11/22/2013","","08/13","","","","","","000043","09/23/2013","","","No collection Info","COS-3332","GO0001","357518 MT","","","100303","G52","","Shipped","09/23/13","COSMO","    96","     8","137088","870.00","    .00",".00","","","","CA","","",
"184","Open","GO0001","GONZALEZ ASSOCIATES","Invoice","100304","168.00",".00","  .00%",".00",".00","168.00","NET 60","MC","09/23/2013","W","PB","46","1 to 30"," 60","11/22/2013","","08/13","","","","","","000043","09/23/2013","","","No collection Info","COS-3340","GO0001","397332 MT","","","100304","G52","","Shipped","09/23/13","COSMO","    24","     2","137088","168.00","    .00",".00","","","","CA","","",
"185","Open","GO0001","GONZALEZ ASSOCIATES","Invoice","100305","2,250.00",".00","  .00%",".00",".00","2,250.00","NET 60","MC","09/23/2013","W","PB","46","1 to 30"," 60","11/22/2013","","08/13","","","","","","000043","09/23/2013","","","No collection Info","GUA-3330","GO0001","357518 MT","","","100305","G52","","Shipped","09/23/13","COSMO","   252","    21","137088","2,250.00","    .00",".00","","","","CA","","",
"186","Open","GO0001","GONZALEZ ASSOCIATES","Invoice","100306","336.00",".00","  .00%",".00",".00","336.00","NET 60","MC","09/23/2013","W","PB","46","1 to 30"," 60","11/22/2013","","08/13","","","","","","000043","09/23/2013","","","No collection Info","GUA-3338","GO0001","397332 MT","","","100306","G52","","Shipped","09/23/13","COSMO","    48","     4","137088","336.00","    .00",".00","","","","CA","","",
"187","Open","GO0001","GONZALEZ ASSOCIATES","Invoice","100307","1,056.00",".00","  .00%",".00",".00","1,056.00","NET 60","MC","09/23/2013","W","PB","46","1 to 30"," 60","11/22/2013","","08/13","","","","","","000043","09/23/2013","","","No collection Info","NIC-3331","GO0001","357518 MT","","","100307","G52","","Shipped","09/23/13","COSMO","   120","    10","137088","1,056.00","    .00",".00","","","","CA","","",
"188","Open","GO0001","GONZALEZ ASSOCIATES","Invoice","100308","336.00",".00","  .00%",".00",".00","336.00","NET 60","MC","09/23/2013","W","PB","46","1 to 30"," 60","11/22/2013","","08/13","","","","","","000043","09/23/2013","","","No collection Info","NIC-3339","GO0001","397332 MT","","","100308","G52","","Shipped","09/23/13","COSMO","    48","     4","137088","336.00","    .00",".00","","","","CA","","",
"189","Open","GO0001","GONZALEZ ASSOCIATES","Invoice","100310","4,518.00",".00","  .00%",".00",".00","4,518.00","NET 60","MC","09/23/2013","W","PB","46","1 to 30"," 60","11/22/2013","","08/13","","","","","","000043","09/23/2013","","","No collection Info","SAL-3329","GO0001","397332 MT","","","100310","G52","","Shipped","09/23/13","COSMO","   504","    42","137088","4,518.00","    .00",".00","","","","CA","","",
