"Seq","Status","Account No.","Name","Type","Reference","Amount*","Freight*","Disc%","Discount*","Other*","Balance*","Terms","Salesperson","Date","Factor","Division","Aging","Past Due Status","Due Days","Due Date","Charge Back No.","Sales Period","Date Paid","Batch","Cust Ck No.","Cust Ck Date","Cust Ck Amount","Assign. No.","Assign. Date","Reason","Description","Collection","Cust PO","Ship-To","Approval","Cust ChgBack No.","Remarks","Trail","Manifest","Rank","TS Status","Shipped on","Ship Via","Pieces*","Cartons*","Pro Number","TS Amount*","TS Freight*","TS Variance*","EDI Batch No.","Tracking No","TS Comments","State","Store","DC No.", 
"127","Open","GO0001","GONZALEZ ASSOCIATES","Invoice","100196","1,333.80",".00","  .00%",".00",".00","1,333.80","NET 60","MC","09/18/2013","W","PB","52","31 to 60"," 60","11/17/2013","","08/13","","","","","","000035","09/18/2013","","","No collection Info","SAL-3329","GO0001","368899","","","100196","G10","","Shipped","09/18/13","","   252","    21","134013","1,333.80","    .00",".00","","","","CA","","",
"128","Open","GO0001","GONZALEZ ASSOCIATES","Invoice","100226","450.00",".00","  .00%",".00",".00","450.00","NET 30","EE","09/18/2013","W","PB","82","61 to 90"," 30","10/18/2013","","08/13","","","","","","000034","09/09/2013","","","No collection Info","PRIS-3705","GO0001","368899","","","100226","G3","","Shipped","09/18/13","","    72","     6","135424","450.00","    .00",".00","","","","CA","","",
"129","Open","GO0001","GONZALEZ ASSOCIATES","Invoice","100303","870.00",".00","  .00%",".00",".00","870.00","NET 60","MC","09/23/2013","W","PB","47","31 to 60"," 60","11/22/2013","","08/13","","","","","","000043","09/23/2013","","","No collection Info","COS-3332","GO0001","357518 MT","","","100303","G52","","Shipped","09/23/13","COSMO","    96","     8","137088","870.00","    .00",".00","","","","CA","","",
"130","Open","GO0001","GONZALEZ ASSOCIATES","Invoice","100304","168.00",".00","  .00%",".00",".00","168.00","NET 60","MC","09/23/2013","W","PB","47","31 to 60"," 60","11/22/2013","","08/13","","","","","","000043","09/23/2013","","","No collection Info","COS-3340","GO0001","397332 MT","","","100304","G52","","Shipped","09/23/13","COSMO","    24","     2","137088","168.00","    .00",".00","","","","CA","","",
"131","Open","GO0001","GONZALEZ ASSOCIATES","Invoice","100305","2,250.00",".00","  .00%",".00",".00","2,250.00","NET 60","MC","09/23/2013","W","PB","47","31 to 60"," 60","11/22/2013","","08/13","","","","","","000043","09/23/2013","","","No collection Info","GUA-3330","GO0001","357518 MT","","","100305","G52","","Shipped","09/23/13","COSMO","   252","    21","137088","2,250.00","    .00",".00","","","","CA","","",
"132","Open","GO0001","GONZALEZ ASSOCIATES","Invoice","100306","336.00",".00","  .00%",".00",".00","336.00","NET 60","MC","09/23/2013","W","PB","47","31 to 60"," 60","11/22/2013","","08/13","","","","","","000043","09/23/2013","","","No collection Info","GUA-3338","GO0001","397332 MT","","","100306","G52","","Shipped","09/23/13","COSMO","    48","     4","137088","336.00","    .00",".00","","","","CA","","",
"133","Open","GO0001","GONZALEZ ASSOCIATES","Invoice","100307","1,056.00",".00","  .00%",".00",".00","1,056.00","NET 60","MC","09/23/2013","W","PB","47","31 to 60"," 60","11/22/2013","","08/13","","","","","","000043","09/23/2013","","","No collection Info","NIC-3331","GO0001","357518 MT","","","100307","G52","","Shipped","09/23/13","COSMO","   120","    10","137088","1,056.00","    .00",".00","","","","CA","","",
"134","Open","GO0001","GONZALEZ ASSOCIATES","Invoice","100308","336.00",".00","  .00%",".00",".00","336.00","NET 60","MC","09/23/2013","W","PB","47","31 to 60"," 60","11/22/2013","","08/13","","","","","","000043","09/23/2013","","","No collection Info","NIC-3339","GO0001","397332 MT","","","100308","G52","","Shipped","09/23/13","COSMO","    48","     4","137088","336.00","    .00",".00","","","","CA","","",
"135","Open","GO0001","GONZALEZ ASSOCIATES","Invoice","100310","4,518.00",".00","  .00%",".00",".00","4,518.00","NET 60","MC","09/23/2013","W","PB","47","31 to 60"," 60","11/22/2013","","08/13","","","","","","000043","09/23/2013","","","No collection Info","SAL-3329","GO0001","397332 MT","","","100310","G52","","Shipped","09/23/13","COSMO","   504","    42","137088","4,518.00","    .00",".00","","","","CA","","",
"136","Open","GO0001","GONZALEZ ASSOCIATES","Invoice","100507","900.00",".00","  .00%",".00",".00","900.00","NET 30","EE","10/01/2013","W","PB","69","61 to 90"," 30","10/31/2013","","08/13","","","","","","000053","10/03/2013","","","No collection Info","PRIS-3705","GO0003","368899","","","100507","G93","","Shipped","09/23/13","COSMO","   144","    12","140028","900.00","    .00",".00","","","","CA","","",
"137","Open","GO0001","GONZALEZ ASSOCIATES","Invoice","100562","10,320.00",".00","  .00%",".00",".00","10,320.00","NET 30","EE","10/01/2013","W","PB","69","61 to 90"," 30","10/31/2013","","08/13","","","","","","000053","10/03/2013","","","No collection Info","PRIS-3705-1","GO0001","368899","","","100562","G93","","Shipped","10/01/13","","  1392","   116","140028","10,320.00","    .00",".00","","","","CA","","",
"138","Open","GO0001","GONZALEZ ASSOCIATES","Invoice","100795","702.00",".00","  .00%",".00",".00","702.00","NET 60","MC","10/18/2013","W","PB","22","1 to 30"," 60","12/17/2013","","10/13","","","","","","000077","10/25/2013","","","No collection Info","COS-3332","GO0001","549149 MT","","","100795","G184","","Shipped","10/18/13","CALL TO ROUTE","    72","     6","150833","702.00","    .00",".00","","465014","","CA","","",
"139","Open","GO0001","GONZALEZ ASSOCIATES","Invoice","100797","504.00",".00","  .00%",".00",".00","504.00","NET 60","EE","10/18/2013","W","PB","22","1 to 30"," 60","12/17/2013","","10/13","","","","","","000077","10/25/2013","","","No collection Info","COS-3828","GO0001","549149 MT","","","100797","G184","","Shipped","10/18/13","CALL TO ROUTE","    72","     6","150833","504.00","    .00",".00","","465014","","CA","","",
"140","Open","GO0001","GONZALEZ ASSOCIATES","Invoice","100800","1,512.00",".00","  .00%",".00",".00","1,512.00","NET 60","EE","10/18/2013","W","PB","22","1 to 30"," 60","12/17/2013","","10/13","","","","","","000077","10/25/2013","","","No collection Info","GUA-3826","GO0001","549149 MT","","","100800","G184","","Shipped","10/18/13","CALL TO ROUTE","   216","    18","150833","1,512.00","    .00",".00","","465014","","CA","","",
"141","Open","GO0001","GONZALEZ ASSOCIATES","Invoice","100801","2,174.00",".00","  .00%",".00",".00","2,174.00","NET 60","EE","10/18/2013","W","PB","22","1 to 30"," 60","12/17/2013","","10/13","","","","","","000077","10/25/2013","","","No collection Info","GUA-3830","GO0001","549149 MT","","","100801","G184","","Shipped","10/18/13","CALL TO ROUTE","   130","    19","150833","2,174.00","    .00",".00","","465014","","CA","","",
"142","Open","GO0001","GONZALEZ ASSOCIATES","Invoice","100802","810.00",".00","  .00%",".00",".00","810.00","NET 60","MC","10/18/2013","W","PB","22","1 to 30"," 60","12/17/2013","","10/13","","","","","","000077","10/25/2013","","","No collection Info","NIC-3331","GO0001","549149 MT","","","100802","G184","","Shipped","10/18/13","CALL TO ROUTE","    84","     7","150833","810.00","    .00",".00","","465014","","CA","","",
"143","Open","GO0001","GONZALEZ ASSOCIATES","Invoice","100803","456.00",".00","  .00%",".00",".00","456.00","NET 60","MC","10/18/2013","W","PB","22","1 to 30"," 60","12/17/2013","","10/13","","","","","","000077","10/25/2013","","","No collection Info","NIC-3339","GO0001","549149 MT","","","100803","G184","","Shipped","10/18/13","CALL TO ROUTE","    48","     4","150833","456.00","    .00",".00","","465014","","CA","","",
"144","Open","GO0001","GONZALEZ ASSOCIATES","Invoice","100804","1,008.00",".00","  .00%",".00",".00","1,008.00","NET 60","EE","10/18/2013","W","PB","22","1 to 30"," 60","12/17/2013","","10/13","","","","","","000077","10/25/2013","","","No collection Info","NIC-3827","GO0001","549149 MT","","","100804","G184","","Shipped","10/18/13","CALL TO ROUTE","   144","    12","150833","1,008.00","    .00",".00","","465014","","CA","","",
"145","Open","GO0001","GONZALEZ ASSOCIATES","Invoice","100807","2,304.00",".00","  .00%",".00",".00","2,304.00","NET 60","EE","10/18/2013","W","PB","22","1 to 30"," 60","12/17/2013","","10/13","","","","","","000088","11/04/2013","","","No collection Info","SAL-3825","GO0001","549149 MT","","","100807","G184","","Shipped","10/18/13","CALL TO ROUTE","   336","    28","150833","2,304.00","    .00",".00","","465014","","CA","","",
"146","Open","GO0001","GONZALEZ ASSOCIATES","Invoice","100808","630.00",".00","  .00%",".00",".00","630.00","NET 30","EE","10/18/2013","W","PB","52","31 to 60"," 30","11/17/2013","","10/13","","","","","","000077","10/25/2013","","","No collection Info","PRIS-3705-1","GO0003","368899","","","100808","G184","","Shipped","10/18/13","CALL TO ROUTE","    72","     6","465014","630.00","    .00",".00","","150833","","CA","","",
"147","Open","GO0001","GONZALEZ ASSOCIATES","Invoice","101109","600.00",".00","  .00%",".00",".00","600.00","NET 60","MC","11/01/2013","W","PB","8","1 to 30"," 60","12/31/2013","","11/13","","","","","","000110","12/03/2013","","","No collection Info","SAL-3337","GO0001","397332 MT","","","101109","G000","","Shipped","10/18/13","COSMO","    60","     5","","600.00","    .00",".00","","","","CA","","",
"148","Open","GO0001","GONZALEZ ASSOCIATES","Invoice","101000","360.00",".00","  .00%",".00",".00","360.00","NET 60","EE","11/12/2013","W","PB","","Current"," 60","01/12/2014","","10/13","","","","","","000107","12/02/2013","","","No collection Info","COS-3824","GO0001","549149 MT","","","101000","G268","","Shipped","11/12/13","CALL TO ROUTE","    36","     3","NONE","360.00","    .00",".00","","","","CA","","",
"149","Open","GO0001","GONZALEZ ASSOCIATES","Invoice","101001","1,060.00",".00","  .00%",".00",".00","1,060.00","NET 60","EE","11/12/2013","W","PB","","Current"," 60","01/12/2014","","10/13","","","","","","000107","12/02/2013","","","No collection Info","GUA-3822","GO0001","549149 MT","","","101001","G268","","Shipped","11/12/13","CALL TO ROUTE","   106","     7","NONE","1,060.00","    .00",".00","","","","CA","","",
"150","Open","GO0001","GONZALEZ ASSOCIATES","Invoice","101002","740.00",".00","  .00%",".00",".00","740.00","NET 60","EE","11/12/2013","W","PB","","Current"," 60","01/12/2014","","10/13","","","","","","000107","12/02/2013","","","No collection Info","NIC-3823","GO0001","569755","","","101002","G268","","Shipped","11/12/13","CALL TO ROUTE","    74","     6","NONE","740.00","    .00",".00","","","","CA","","",
"151","Open","GO0001","GONZALEZ ASSOCIATES","Invoice","101003","1,850.00",".00","  .00%",".00",".00","1,850.00","NET 60","EE","11/12/2013","W","PB","","Current"," 60","01/12/2014","","10/13","","","","","","000107","12/02/2013","","","No collection Info","SAL-3821","GO0001","549149 MT","","","101003","G268","","Shipped","11/12/13","CALL TO ROUTE","   185","    13","NONE","1,850.00","    .00",".00","","","","CA","","",
"152","Open","HB0001","H.E.B. GROC CO","Invoice","100961","600.00",".00","  .00%",".00",".00","600.00","2% NET 10 EOM","EE","10/21/2013","W","PB","29","1 to 30","  0","12/10/2013","","10/13","","","","","","000111","12/03/2013","","","No collection Info","48X280851","HBBULK","TESTING","","","100961","TEST","","Shipped","10/21/13","GCTN-GREAT CENT","   100","    10","1234567","600.00","    .00",".00","000016","","","TX","","",
"153","Open","HO0001","HOUSE OF ANGELS","Invoice","101061","1,007.21","85.21","  .00%",".00",".00","1,007.21","net 45","EE","11/11/2013","W","PB","28","1 to 30"," 30","12/11/2013","","11/13","","","","","","000100","11/14/2013","","","No collection Info","10813","HO0001","589505","","","101061","G266","","Shipped","11/11/13","UCL","   116","    13","153930","1,007.21","  85.21",".00","","466714","","NY","","",
"154","Open","KD0002","KIDS UNLIMITED","Invoice","100903","29.30","29.30","  .00%",".00",".00","29.30","NET 30","EE","10/16/2013","W","PB","54","31 to 60"," 30","11/15/2013","","10/13","","","","","","","","","","No collection Info","72513","KD0002","277753","","LINE 000142 VOIDED.  (STYLE 9892537)","100903","","","Cancelled","  /  /","FEDEX GROUND","     0","     0","","29.30","  29.30",".00","","","Voided Line 000142 Voided Line 00013Y","MA","","",
"155","Open","KD0003","KID DYNOMITE","Invoice","100173","382.36","63.16","  .00%",".00",".00","382.36","NET 30","EE","09/05/2013","W","PB","95","91 to 120"," 30","10/05/2013","","08/13","","","","","","000025","09/05/2013","","","No collection Info","8213","KD0003","276389","","","100173","G090513B","","Shipped","09/05/13","","    48","     4","","382.36","  63.16",".00","","","","NY","","",
"156","Open","KD0003","KID DYNOMITE","Invoice","100151","745.55","90.35","  .00%",".00",".00","745.55","NET 30","EE","09/11/2013","W","PB","89","61 to 90"," 30","10/11/2013","","08/13","","","","","","000031","09/11/2013","","","No collection Info","8213","KD0003","276389","","","100151","G-91113A","","Shipped","09/11/13","","    60","     5","","745.55","  90.35",".00","","","","NY","","",
"157","Open","KD0003","KID DYNOMITE","Invoice","100594","702.53","64.13","  .00%",".00",".00","702.53","NET 30","EE","10/04/2013","W","PB","66","61 to 90"," 30","11/03/2013","","08/13","","","","","","000081","11/04/2013","","","No collection Info","8213","KD0003","276389","","","100594","G203","","Shipped","10/04/13","FEDEX GROUND","    48","     4","","702.53","  64.13",".00","","557841383904","","NY","","",
"158","Open","KD0003","KID DYNOMITE","Invoice","100683","314.90","29.30","  .00%",".00",".00","314.90","NET 30","EE","11/07/2013","W","PB","32","31 to 60"," 30","12/07/2013","","08/13","","","","","","000110","12/03/2013","","","No collection Info","8213","KD0003","276389","","","100683","G258","","Shipped","11/07/13","FEDEX GROUND","    24","     2","","314.90","  29.30",".00","","557841389821","","NY","","",
"159","Open","KD0004","KIDS KINGDOM","Invoice","101069","842.87","167.27","  .00%",".00",".00","842.87","NET 30","EE","11/07/2013","W","PB","32","31 to 60"," 30","12/07/2013","","11/13","","","","","","000110","12/03/2013","","","No collection Info","10313","KD0004","653105","","","101069","G258","","Shipped","11/07/13","FED-EX GROUND","    90","     9","557841389980","842.87"," 167.27",".00","","557841389980","","NY","","",
"160","Open","KG0001","K&G FASHION SUPERSTO","Invoice","101041","1,260.00",".00","  .00%",".00",".00","1,260.00","NET 30","EE","11/05/2013","W","PB","34","31 to 60"," 30","12/05/2013","","10/13","","","","","","000111","12/03/2013","","","No collection Info","K05860201","KG0001","250185","","","101041","G240","","Shipped","11/05/13","UNITED PARCEL S","   180","    15","MULTI","1,260.00","    .00",".00","000019","1Z4R845R0363305","","TX","","",
"161","Open","KG0001","K&G FASHION SUPERSTO","Invoice","101042","840.00",".00","  .00%",".00",".00","840.00","NET 30","EE","11/05/2013","W","PB","34","31 to 60"," 30","12/05/2013","","10/13","","","","","","000108","12/03/2013","","","No collection Info","K05860301","KG0001","250185","","","101042","G240","","Shipped","11/05/13","UNITED PARCEL S","   120","    10","MULTI","840.00","    .00",".00","000019","1Z4R845R0363263","","TX","","",
"162","Open","KK0001","KIDS KLOSET","Invoice","100685","129.50","12.50","  .00%",".00",".00","129.50","NET 30","JC","11/07/2013","W","PB","32","31 to 60"," 30","12/07/2013","","08/13","","","","","","000108","12/03/2013","","","No collection Info","031013B","KK0001","392871","","","100685","G258","","Shipped","11/07/13","CALL TO ROUTE","     6","     1","","129.50","  12.50",".00","","557841389751","","NE","","",
"163","Open","KO0001","OK KIDS","Invoice","100318","9,168.00",".00","  .00%",".00",".00","9,168.00","NET 30","EE","08/14/2013","W","PB","117","91 to 120"," 30","09/13/2013","","08/13","","","","","","000052","10/01/2013","","","No collection Info","082213","KO0001","",""," Adjust qty shipped 900063 Adjust qty sh","100318","G67","","Shipped","08/14/13","call to route","  1656","   138","301390","8,435.04","    .00","732.96","","","","CN","","",
"164","Open","KO0001","OK KIDS","Invoice","100319","6,360.00",".00","  .00%",".00",".00","6,360.00","NET 30","EE","08/17/2013","W","PB","114","91 to 120"," 30","09/16/2013","","08/13","","","","","","000048","09/27/2013","","","No collection Info","082213","KO0001","","","","100319","G65","","Shipped","08/17/13","call to route","  2040","   170","301390","6,360.00","    .00",".00","","","","CN","","",
"165","Open","KO0001","OK KIDS","Invoice","100320","6,000.00",".00","  .00%",".00",".00","6,000.00","NET 30","EE","08/19/2013","W","PB","112","91 to 120"," 30","09/18/2013","","08/13","","","","","","000048","09/27/2013","","","No collection Info","082213","KO0001","","","","100320","G66","","Shipped","08/19/13","call to route","  1200","   100","301391","6,000.00","    .00",".00","","","","CN","","",
"166","Open","KO0001","OK KIDS","Invoice","100321","4,800.00",".00","  .00%",".00",".00","4,800.00","NET 30","EE","08/21/2013","W","PB","110","91 to 120"," 30","09/20/2013","","08/13","","","","","","000048","09/27/2013","","","No collection Info","082213","KO0001","","","","100321","G68","","Shipped","08/21/13","call to route","  1200","   100","301392","4,800.00","    .00",".00","","","","CN","","",
"167","Open","KO0001","OK KIDS","Invoice","100322","4,212.00",".00","  .00%",".00",".00","4,212.00","NET 30","EE","09/09/2013","W","PB","91","61 to 90"," 30","10/09/2013","","08/13","","","","","","000048","09/27/2013","","","No collection Info","082213","KO0001","","","","100322","G69","","Shipped","09/09/13","call to route","   672","    56","301397","4,212.00","    .00",".00","","","","CN","","",
"168","Open","KO0001","OK KIDS","Invoice","100973","9,036.00",".00","  .00%",".00",".00","9,036.00","CBD","EE","10/23/2013","W","PB","77","61 to 90","  0","10/23/2013","","10/13","","","","","","000076","10/25/2013","","","No collection Info","DIRECT082213","KO0001","","","","100973","G194","","Shipped","10/23/13"," 301408","  1800","   150","TCLU8364943","9,036.00","    .00",".00","","","","CN","","",
"169","Open","KO0001","OK KIDS","Invoice","101108","6,157.20",".00","  .00%",".00",".00","6,157.20","CBD","EE","11/11/2013","W","PB","58","31 to 60","  0","11/11/2013","","11/13","","","","","","000101","11/19/2013","","","No collection Info","DIRECT082213","KO0001","","","","101108","G01","","Shipped","11/11/13","DIRECT","  1272","   106","","6,157.20","    .00",".00","","","","CN","","",
"170","Open","LI0002","LIEBMANS","Invoice","100294","437.30","29.30","  .00%",".00",".00","437.30","NET 30","EE","09/13/2013","W","PB","117","91 to 120","  0","09/13/2013","","08/13","","","","","","000108","12/03/2013","","","No collection Info","071120133","LI0002","215510","","","100294","G35","","Shipped","09/20/13","","    24","     2","711120133","437.30","  29.30",".00","","","","NY","","",
"171","Open","LI0002","LIEBMANS","Invoice","100292","130.09","14.89","  .00%",".00",".00","130.09","NET 30","EE","09/20/2013","W","PB","110","91 to 120","  0","09/20/2013","","08/13","","","","","","000108","12/03/2013","","","No collection Info","07112013","LI0002","215510","","","100292","G24","","Shipped","09/20/13","","     6","     1","07112013","130.09","  14.89",".00","","","","NY","","",
"172","Open","LI0002","LIEBMANS","Invoice","100293","319.58","31.58","  .00%",".00",".00","319.58","NET 30","EE","09/20/2013","W","PB","110","91 to 120","  0","09/20/2013","","08/13","","","","","","000108","12/03/2013","","","No collection Info","071120132","LI0002","215510","","","100293","G30","","Shipped","09/20/13","","    24","     2","711120132","319.58","  31.58",".00","","","","NY","","",
"173","Open","LI0002","LIEBMANS","Invoice","100564","597.67","79.27","  .00%",".00",".00","597.67","NET 30","EE","09/26/2013","W","PB","74","61 to 90"," 30","10/26/2013","","08/13","","","","","","000108","12/03/2013","","","No collection Info","07112013","LI0002","215510","","","100564","G54","","Shipped","09/26/13","FEDEX GROUND","    30","     5","07112013","597.67","  79.27",".00","","","","NY","","",
"174","Open","LI0002","LIEBMANS","Invoice","100565","1,007.88","71.88","  .00%",".00",".00","1,007.88","Net 30","EE","09/26/2013","W","PB","74","61 to 90"," 30","10/26/2013","","08/13","","","","","","000108","12/03/2013","","","No collection Info","071120133","LI0002","215510","","","100565","G56","","Shipped","09/26/13","FEDEX GROUND","    48","     4","","1,007.88","  71.88",".00","","557841383709","","NY","","",
"175","Open","LI0002","LIEBMANS","Invoice","100566","852.06","45.66","  .00%",".00",".00","852.06","Net 30","EE","09/26/2013","W","PB","74","61 to 90"," 30","10/26/2013","","08/13","","","","","","000108","12/03/2013","","","No collection Info","071120134","LI0002","215510","","","100566","G57","","Shipped","09/26/13","FEDEX GROUND","    24","     3","","852.06","  45.66",".00","","","","NY","","",
"176","Open","LI0002","LIEBMANS","Invoice","100811","129.85","14.65","  .00%",".00",".00","129.85","NET 30","EE","10/16/2013","W","PB","54","31 to 60"," 30","11/15/2013","","10/13","","","","","","000108","12/03/2013","","","No collection Info","07112013","LI0002","215510","","","100811","G173","","Shipped","10/16/13","FEDEX GROUND","     6","     1","","129.85","  14.65",".00","","557841384337","","NY","","",
"177","Open","LI0002","LIEBMANS","Invoice","100812","1,077.48","105.48","  .00%",".00",".00","1,077.48","NET 30","EE","10/25/2013","W","PB","45","31 to 60"," 30","11/24/2013","","10/13","","","","","","000108","12/03/2013","","","No collection Info","071120133","LI0002","215510","","","100812","G222","","Shipped","10/25/13","FEDEX GROUND","    72","     6","","1,077.48"," 105.48",".00","","","","NY","","",
"178","Open","LI0002","LIEBMANS","Invoice","100813","567.28","31.78","  .00%",".00",".00","567.28","Net 30","EE","10/25/2013","W","PB","45","31 to 60"," 30","11/24/2013","","10/13","","","","","","000108","12/03/2013","","","No collection Info","071120134","LI0002","215510","","","100813","G230","","Shipped","10/25/13","FEDEX GROUND","    18","     2","","567.28","  31.78",".00","","557841384874","","NY","","",
"179","Open","LO0001","LORD AND TAYLOR","Invoice","100784","81.00",".00","  .00%",".00",".00","81.00","NET 30","AF","10/16/2013","W","PB","54","31 to 60"," 30","11/15/2013","","10/13","","","","","","000083","11/04/2013","","","No collection Info","953981110082","001438","497488","","","100784","G171","","Shipped","10/16/13","VENDOR PORTAL","     6","     1","149503","81.00","    .00",".00","000014","","","PA","","",
"180","Open","LO0001","LORD AND TAYLOR","Invoice","100868","138.24",".00","  .00%",".00",".00","138.24","NET 30","AF","10/18/2013","W","PB","52","31 to 60"," 30","11/17/2013","","10/13","","","","","","000084","11/04/2013","","","No collection Info","953909850082","001455","376672","","","100868","G178","","Shipped","10/18/13","VENDOR PORTAL","     9","     1","151502","138.24","    .00",".00","000015","","","PA","","",
"181","Open","LO0001","LORD AND TAYLOR","Invoice","100876","345.60",".00","  .00%",".00",".00","345.60","NET 30","AF","10/18/2013","W","PB","52","31 to 60"," 30","11/17/2013","","10/13","","","","","","000085","11/04/2013","","","No collection Info","953909850082","001472","376672","","","100876","G178","","Shipped","10/18/13","VENDOR PORTAL","    18","     2","151502","345.60","    .00",".00","000015","","","PA","","",
"182","Open","LO0001","LORD AND TAYLOR","Invoice","100886","345.60",".00","  .00%",".00",".00","345.60","NET 30","AF","10/18/2013","W","PB","52","31 to 60"," 30","11/17/2013","","10/13","","","","","","000085","11/04/2013","","","No collection Info","953909850082","001481","376672","","","100886","G178","","Shipped","10/18/13","VENDOR PORTAL","    18","     2","151502","345.60","    .00",".00","000015","","","PA","","",
"183","Open","LO0001","LORD AND TAYLOR","Invoice","100887","622.08",".00","  .00%",".00",".00","622.08","NET 30","AF","10/18/2013","W","PB","52","31 to 60"," 30","11/17/2013","","10/13","","","","","","000085","11/04/2013","","","No collection Info","953909850082","001482","497488","","","100887","G178","","Shipped","10/18/13","VENDOR PORTAL","    27","     3","151502","622.08","    .00",".00","000015","","","PA","","",
"184","Open","LO0001","LORD AND TAYLOR","Invoice","100888","342.84",".00","  .00%",".00",".00","342.84","NET 30","AF","10/18/2013","W","PB","52","31 to 60"," 30","11/17/2013","","10/13","","","","","","000085","11/04/2013","","","No collection Info","953987230082","001482","497488","","","100888","G178","","Shipped","10/18/13","VENDOR PORTAL","    24","     3","151502","342.84","    .00",".00","000015","","","PA","","",
"185","Open","LO0001","LORD AND TAYLOR","Invoice","100889","182.40",".00","  .00%",".00",".00","182.40","NET 30","AF","10/18/2013","W","PB","52","31 to 60"," 30","11/17/2013","","10/13","","","","","","000085","11/04/2013","","","No collection Info","954225150082","001482","497488","","","100889","G178","","Shipped","10/18/13","VENDOR PORTAL","    12","     2","151502","182.40","    .00",".00","000015","","","PA","","",
"186","Open","LO0001","LORD AND TAYLOR","Invoice","100890","622.08",".00","  .00%",".00",".00","622.08","NET 30","AF","10/18/2013","W","PB","52","31 to 60"," 30","11/17/2013","","10/13","","","","","","000086","11/04/2013","","","No collection Info","953909850082","001483","497488","","","100890","G178","","Shipped","10/18/13","VENDOR PORTAL","    27","     3","151502","622.08","    .00",".00","000015","","","PA","","",
"187","Open","LO0001","LORD AND TAYLOR","Invoice","100891","138.24",".00","  .00%",".00",".00","138.24","NET 30","AF","10/18/2013","W","PB","52","31 to 60"," 30","11/17/2013","","10/13","","","","","","000086","11/04/2013","","","No collection Info","953909850082","001486","376672","","","100891","G178","","Shipped","10/18/13","VENDOR PORTAL","     9","     1","151502","138.24","    .00",".00","000015","","","PA","","",
"188","Open","LO0001","LORD AND TAYLOR","Invoice","100892","138.24",".00","  .00%",".00",".00","138.24","NET 30","AF","10/18/2013","W","PB","52","31 to 60"," 30","11/17/2013","","10/13","","","","","","000086","11/04/2013","","","No collection Info","953909850082","001487","376672","","","100892","G178","","Shipped","10/18/13","VENDOR PORTAL","     9","     1","151502","138.24","    .00",".00","000015","","","PA","","",
"189","Open","LO0001","LORD AND TAYLOR","Invoice","100893","182.40",".00","  .00%",".00",".00","182.40","NET 30","AF","10/18/2013","W","PB","52","31 to 60"," 30","11/17/2013","","10/13","","","","","","000086","11/04/2013","","","No collection Info","954225150082","001487","497488","","","100893","G178","","Shipped","10/18/13","VENDOR PORTAL","    12","     2","151502","182.40","    .00",".00","000015","","","PA","","",
"190","Open","LO0001","LORD AND TAYLOR","Invoice","100894","138.24",".00","  .00%",".00",".00","138.24","NET 30","AF","10/18/2013","W","PB","52","31 to 60"," 30","11/17/2013","","10/13","","","","","","000086","11/04/2013","","","No collection Info","953909850082","001491","376672","","","100894","G178","","Shipped","10/18/13","VENDOR PORTAL","     9","     1","151502","138.24","    .00",".00","000015","","","PA","","",
"191","Open","LO0001","LORD AND TAYLOR","Invoice","100895","138.24",".00","  .00%",".00",".00","138.24","NET 30","AF","10/18/2013","W","PB","52","31 to 60"," 30","11/17/2013","","10/13","","","","","","000086","11/04/2013","","","No collection Info","953909850082","001505","376672","","","100895","G178","","Shipped","10/18/13","VENDOR PORTAL","     9","     1","151502","138.24","    .00",".00","000015","","","PA","","",
"192","Open","LO0001","LORD AND TAYLOR","Invoice","100896","547.20",".00","  .00%",".00",".00","547.20","NET 30","AF","10/18/2013","W","PB","52","31 to 60"," 30","11/17/2013","","10/13","","","","","","000086","11/04/2013","","","No collection Info","953987800082","001528","497488","","","100896","G178","","Shipped","10/18/13","VENDOR PORTAL","    36","     6","151502","547.20","    .00",".00","000015","","","PA","","",
"193","Open","MA0001","THE MARMAXX GROUP","Invoice","100264","13,094.40",".00","  .00%",".00",".00","13,094.40","NET 30","AF","09/18/2013","W","PB","82","61 to 90"," 30","10/18/2013","","08/13","","","","","","000035","09/18/2013","","","No collection Info","827252","MA0001","342795","","","100264","G19","","Shipped","09/18/13","","  2046","   341","136835","13,094.40","    .00",".00","","","","MA","","",
"194","Open","MA0001","THE MARMAXX GROUP","Invoice","100295","4,416.00",".00","  .00%",".00",".00","4,416.00","NET 30","AF","09/26/2013","W","PB","74","61 to 90"," 30","10/26/2013","","08/13","","","","","","000051","10/01/2013","","","No collection Info","827252","MA0001","342795","","","100295","G68","","Shipped","09/26/13","CALL TO ROUTE","   690","   115","137005","4,416.00","    .00",".00","","","","MA","","",
"195","Open","MA0001","THE MARMAXX GROUP","Invoice","100664","34,000.50",".00","  .00%",".00",".00","34,000.50","NET 60","AF","10/09/2013","W","PB","31","1 to 30"," 60","12/08/2013","","08/13","","","","","","000061","10/14/2013","","","No collection Info","07850634","MA0887","342795","","","100664","G136","","Shipped","10/09/13","CALL TO ROUTE","  5598","   933","142673","34,000.50","    .00",".00","","","","GA","","",
