"Seq","Status","Account No.","Name","Type","Reference","Amount*","Freight*","Disc%","Discount*","Other*","Balance*","Terms","Salesperson","Date","Factor","Division","Aging","Past Due Status","Due Days","Due Date","Charge Back No.","Sales Period","Date Paid","Batch","Cust Ck No.","Cust Ck Date","Cust Ck Amount","Assign. No.","Assign. Date","Reason","Description","Collection","Cust PO","Ship-To","Approval","Cust ChgBack No.","Remarks","Trail","Manifest","Rank","TS Status","Shipped on","Ship Via","Pieces*","Cartons*","Pro Number","TS Amount*","TS Freight*","TS Variance*","EDI Batch No.","Tracking No","TS Comments","State","Store","DC No.", 
"284","Open","LO0001","LORD AND TAYLOR","Invoice","100896","547.20",".00","  .00%",".00",".00","547.20","NET 30","AF","10/18/2013","W","PB","101","91 to 120"," 30","11/17/2013","","10/13","","","","","","000086","11/04/2013","","","No collection Info","953987800082","001528","497488","","","100896","G178","","Shipped","10/18/13","VENDOR PORTAL","    36","     6","151502","547.20","    .00",".00","000015","","","PA","0199","0082",
"285","Open","LO0001","LORD AND TAYLOR","Invoice","101650","364.80",".00","  .00%",".00",".00","364.80","NET 30","AF","02/10/2014","W","PB","","Current"," 30","03/12/2014","","01/14","","","","","","000162","02/12/2014","","","No collection Info","954987540082","001429","422864","","","101650","G375","","Shipped","02/10/14","GCTN-GREAT CENT","    24","     4","180174","364.80","    .00",".00","000036","","TEST","PA","0001","0082",
"286","Open","LO0001","LORD AND TAYLOR","Invoice","101651","1,296.00",".00","  .00%",".00",".00","1,296.00","NET 30","AF","02/10/2014","W","PB","","Current"," 30","03/12/2014","","01/14","","","","","","000160","02/11/2014","","","No collection Info","955043610082","001429","820279","","LINE 000BAM VOIDED.  (STYLE 9604002LT)","101651","G375","","Shipped","02/10/14","GCTN-GREAT CENT","    66","    11","180174","792.00","    .00","504.00","000036","","Voided Line 000BAM Voided Line 000BAN","PA","0001","0082",
"287","Open","LO0001","LORD AND TAYLOR","Invoice","101652","1,255.50",".00","  .00%",".00",".00","1,255.50","NET 30","AF","02/07/2014","W","PB","","Current"," 30","03/09/2014","","01/14","","","","","","000160","02/11/2014","","","No collection Info","955079350082","001429","376673","","","101652","G374","","Shipped","02/07/14","GCTN-GREAT CENT","    36","     4","180182","1,255.50","    .00",".00","000034","","","PA","0001","0082",
"288","Open","LO0001","LORD AND TAYLOR","Invoice","101653","720.00",".00","  .00%",".00",".00","720.00","NET 30","AF","02/10/2014","W","PB","","Current"," 30","03/12/2014","","01/14","","","","","","000160","02/11/2014","","","No collection Info","955043610082","001430","820279","","LINE 000BAS VOIDED.  (STYLE 9604002LT)","101653","G375","","Shipped","02/10/14","GCTN-GREAT CENT","    24","     4","180174","288.00","    .00","432.00","000036","","Voided Line 000BAS Voided Line 000BAQ Vo","PA","0002","0082",
"289","Open","LO0001","LORD AND TAYLOR","Invoice","101654","627.75",".00","  .00%",".00",".00","627.75","NET 30","AF","02/07/2014","W","PB","","Current"," 30","03/09/2014","","01/14","","","","","","000160","02/11/2014","","","No collection Info","955079350082","001430","376673","","","101654","G374","","Shipped","02/07/14","GCTN-GREAT CENT","    18","     2","180182","627.75","    .00",".00","000034","","","PA","0002","0082",
"290","Open","LO0001","LORD AND TAYLOR","Invoice","101655","273.60",".00","  .00%",".00",".00","273.60","NET 30","AF","02/10/2014","W","PB","","Current"," 30","03/12/2014","","01/14","","","","","","000160","02/11/2014","","","No collection Info","954987540082","001431","422864","","","101655","G375","","Shipped","02/10/14","GCTN-GREAT CENT","    18","     3","180174","273.60","    .00",".00","000036","","","PA","0003","0082",
"291","Open","LO0001","LORD AND TAYLOR","Invoice","101656","1,296.00",".00","  .00%",".00",".00","1,296.00","NET 30","AF","02/10/2014","W","PB","","Current"," 30","03/12/2014","","01/14","","","","","","000160","02/11/2014","","","No collection Info","955043610082","001431","820279","","LINE 000BAY VOIDED.  (STYLE 9604002LT)","101656","G375","","Shipped","02/10/14","GCTN-GREAT CENT","    42","     7","180174","504.00","    .00","792.00","000036","","Voided Line 000BAY Voided Line 000BAW Vo","PA","0003","0082",
"292","Open","LO0001","LORD AND TAYLOR","Invoice","101657","1,255.50",".00","  .00%",".00",".00","1,255.50","NET 30","AF","02/07/2014","W","PB","","Current"," 30","03/09/2014","","01/14","","","","","","000160","02/11/2014","","","No collection Info","955079350082","001431","376673","","","101657","G374","","Shipped","02/07/14","GCTN-GREAT CENT","    36","     4","180182","1,255.50","    .00",".00","000034","","","PA","0003","0082",
"293","Open","LO0001","LORD AND TAYLOR","Invoice","101658","627.75",".00","  .00%",".00",".00","627.75","NET 30","AF","02/07/2014","W","PB","","Current"," 30","03/09/2014","","01/14","","","","","","000160","02/11/2014","","","No collection Info","955079350082","001432","376673","","","101658","G374","","Shipped","02/07/14","GCTN-GREAT CENT","    18","     2","180182","627.75","    .00",".00","000034","","","PA","0005","0082",
"294","Open","LO0001","LORD AND TAYLOR","Invoice","101659","273.60",".00","  .00%",".00",".00","273.60","NET 30","AF","02/10/2014","W","PB","","Current"," 30","03/12/2014","","01/14","","","","","","000160","02/11/2014","","","No collection Info","954987540082","001434","422864","","","101659","G375","","Shipped","02/10/14","GCTN-GREAT CENT","    18","     3","180174","273.60","    .00",".00","000036","","","PA","0007","0082",
"295","Open","LO0001","LORD AND TAYLOR","Invoice","101660","720.00",".00","  .00%",".00",".00","720.00","NET 30","AF","02/10/2014","W","PB","","Current"," 30","03/12/2014","","01/14","","","","","","000160","02/11/2014","","","No collection Info","955043610082","001434","820279","","LINE 000BB4 VOIDED.  (STYLE 9604002LT)","101660","G375","","Shipped","02/10/14","GCTN-GREAT CENT","    24","     4","180174","288.00","    .00","432.00","000036","","Voided Line 000BB4 Voided Line 000BB2 Vo","PA","0007","0082",
"296","Open","LO0001","LORD AND TAYLOR","Invoice","101661","1,255.50",".00","  .00%",".00",".00","1,255.50","NET 30","AF","02/07/2014","W","PB","","Current"," 30","03/09/2014","","01/14","","","","","","000160","02/11/2014","","","No collection Info","955079350082","001434","376673","","","101661","G374","","Shipped","02/07/14","GCTN-GREAT CENT","    36","     4","180182","1,255.50","    .00",".00","000034","","","PA","0007","0082",
"297","Open","LO0001","LORD AND TAYLOR","Invoice","101662","627.75",".00","  .00%",".00",".00","627.75","NET 30","AF","02/07/2014","W","PB","","Current"," 30","03/09/2014","","01/14","","","","","","000160","02/11/2014","","","No collection Info","955079350082","001435","376673","","","101662","G374","","Shipped","02/07/14","GCTN-GREAT CENT","    18","     2","180182","627.75","    .00",".00","000034","","","PA","0008","0082",
"298","Open","LO0001","LORD AND TAYLOR","Invoice","101663","1,224.00",".00","  .00%",".00",".00","1,224.00","NET 30","AF","02/10/2014","W","PB","","Current"," 30","03/12/2014","","01/14","","","","","","000160","02/11/2014","","","No collection Info","955043610082","001438","820279","","LINE 000BBA VOIDED.  (STYLE 9604002LT)","101663","G375","","Shipped","02/10/14","GCTN-GREAT CENT","    42","     7","180174","504.00","    .00","720.00","000036","","Voided Line 000BBA Voided Line 000BB8 Vo","PA","0011","0082",
"299","Open","LO0001","LORD AND TAYLOR","Invoice","101664","627.75",".00","  .00%",".00",".00","627.75","NET 30","AF","02/07/2014","W","PB","","Current"," 30","03/09/2014","","01/14","","","","","","000160","02/11/2014","","","No collection Info","955079350082","001438","376673","","","101664","G374","","Shipped","02/07/14","GCTN-GREAT CENT","    18","     2","180182","627.75","    .00",".00","000034","","","PA","0011","0082",
"300","Open","LO0001","LORD AND TAYLOR","Invoice","101665","864.00",".00","  .00%",".00",".00","864.00","NET 30","AF","02/10/2014","W","PB","","Current"," 30","03/12/2014","","01/14","","","","","","000160","02/11/2014","","","No collection Info","955043610082","001440","820279","","LINE 000BBG VOIDED.  (STYLE 9604002LT)","101665","G375","","Shipped","02/10/14","GCTN-GREAT CENT","    30","     5","180174","360.00","    .00","504.00","000036","","Voided Line 000BBG Voided Line 000BBE Vo","PA","0013","0082",
"301","Open","LO0001","LORD AND TAYLOR","Invoice","101666","1,255.50",".00","  .00%",".00",".00","1,255.50","NET 30","AF","02/07/2014","W","PB","","Current"," 30","03/09/2014","","01/14","","","","","","000160","02/11/2014","","","No collection Info","955079350082","001440","376673","","","101666","G374","","Shipped","02/07/14","GCTN-GREAT CENT","    36","     4","180182","1,255.50","    .00",".00","000034","","","PA","0013","0082",
"302","Open","LO0001","LORD AND TAYLOR","Invoice","101667","720.00",".00","  .00%",".00",".00","720.00","NET 30","AF","02/10/2014","W","PB","","Current"," 30","03/12/2014","","01/14","","","","","","000160","02/11/2014","","","No collection Info","955043610082","001447","820279","","LINE 000BBM VOIDED.  (STYLE 9604002LT)","101667","G375","","Shipped","02/10/14","GCTN-GREAT CENT","    24","     4","180174","288.00","    .00","432.00","000036","","Voided Line 000BBM Voided Line 000BBK Vo","PA","0020","0082",
"303","Open","LO0001","LORD AND TAYLOR","Invoice","101668","1,255.50",".00","  .00%",".00",".00","1,255.50","NET 30","AF","02/07/2014","W","PB","","Current"," 30","03/09/2014","","01/14","","","","","","000160","02/11/2014","","","No collection Info","955079350082","001447","376673","","","101668","G374","","Shipped","02/07/14","GCTN-GREAT CENT","    36","     4","180182","1,255.50","    .00",".00","000034","","","PA","0020","0082",
"304","Open","LO0001","LORD AND TAYLOR","Invoice","101669","297.00",".00","  .00%",".00",".00","297.00","NET 30","AF","02/07/2014","W","PB","","Current"," 30","03/09/2014","","01/14","","","","","","000160","02/11/2014","","","No collection Info","955079350082","001454","376673","","","101669","G374","","Shipped","02/07/14","GCTN-GREAT CENT","     9","     1","180182","297.00","    .00",".00","000034","","","PA","0028","0082",
"305","Open","LO0001","LORD AND TAYLOR","Invoice","101670","627.75",".00","  .00%",".00",".00","627.75","NET 30","AF","02/07/2014","W","PB","","Current"," 30","03/09/2014","","01/14","","","","","","000160","02/11/2014","","","No collection Info","955079350082","001457","376673","","","101670","G374","","Shipped","02/07/14","GCTN-GREAT CENT","    18","     2","180182","627.75","    .00",".00","000034","","","PA","0031","0082",
"306","Open","LO0001","LORD AND TAYLOR","Invoice","101671","273.60",".00","  .00%",".00",".00","273.60","NET 30","AF","02/10/2014","W","PB","","Current"," 30","03/12/2014","","01/14","","","","","","000160","02/11/2014","","","No collection Info","954987540082","001462","422864","","","101671","G375","","Shipped","02/10/14","GCTN-GREAT CENT","    18","     3","180174","273.60","    .00",".00","000036","","","PA","0038","0082",
"307","Open","LO0001","LORD AND TAYLOR","Invoice","101672","182.40",".00","  .00%",".00",".00","182.40","NET 30","AF","02/10/2014","W","PB","","Current"," 30","03/12/2014","","01/14","","","","","","000160","02/11/2014","","","No collection Info","954987540082","001476","422864","","","101672","G375","","Shipped","02/10/14","GCTN-GREAT CENT","    12","     2","180174","182.40","    .00",".00","000036","","","PA","0052","0082",
"308","Open","LO0001","LORD AND TAYLOR","Invoice","101673","330.75",".00","  .00%",".00",".00","330.75","NET 30","AF","02/07/2014","W","PB","","Current"," 30","03/09/2014","","01/14","","","","","","000160","02/11/2014","","","No collection Info","955079350082","001476","376673","","","101673","G374","","Shipped","02/07/14","GCTN-GREAT CENT","     9","     1","180182","330.75","    .00",".00","000034","","","PA","0052","0082",
"309","Open","LO0001","LORD AND TAYLOR","Invoice","101674","627.75",".00","  .00%",".00",".00","627.75","NET 30","AF","02/07/2014","W","PB","","Current"," 30","03/09/2014","","01/14","","","","","","000160","02/11/2014","","","No collection Info","955079350082","001478","376673","","","101674","G374","","Shipped","02/07/14","GCTN-GREAT CENT","    18","     2","180182","627.75","    .00",".00","000034","","","PA","0054","0082",
"310","Open","LO0001","LORD AND TAYLOR","Invoice","101675","273.60",".00","  .00%",".00",".00","273.60","NET 30","AF","02/10/2014","W","PB","","Current"," 30","03/12/2014","","01/14","","","","","","000160","02/11/2014","","","No collection Info","954987540082","001479","422864","","","101675","G375","","Shipped","02/10/14","GCTN-GREAT CENT","    18","     3","180174","273.60","    .00",".00","000036","","","PA","0055","0082",
"311","Open","LO0001","LORD AND TAYLOR","Invoice","101676","720.00",".00","  .00%",".00",".00","720.00","NET 30","AF","02/10/2014","W","PB","","Current"," 30","03/12/2014","","01/14","","","","","","000160","02/11/2014","","","No collection Info","955043610082","001479","820279","","LINE 000BBS VOIDED.  (STYLE 9604002LT)","101676","G375","","Shipped","02/10/14","GCTN-GREAT CENT","    24","     4","180174","288.00","    .00","432.00","000036","","Voided Line 000BBS Voided Line 000BBQ Vo","PA","0055","0082",
"312","Open","LO0001","LORD AND TAYLOR","Invoice","101677","627.75",".00","  .00%",".00",".00","627.75","NET 30","AF","02/07/2014","W","PB","","Current"," 30","03/09/2014","","01/14","","","","","","000160","02/11/2014","","","No collection Info","955079350082","001479","376673","","","101677","G374","","Shipped","02/07/14","GCTN-GREAT CENT","    18","     2","180182","627.75","    .00",".00","000034","","","PA","0055","0082",
"313","Open","LO0001","LORD AND TAYLOR","Invoice","101678","627.75",".00","  .00%",".00",".00","627.75","NET 30","AF","02/07/2014","W","PB","","Current"," 30","03/09/2014","","01/14","","","","","","000160","02/11/2014","","","No collection Info","955079350082","001480","376673","","","101678","G374","","Shipped","02/07/14","GCTN-GREAT CENT","    18","     2","180182","627.75","    .00",".00","000034","","","PA","0056","0082",
"314","Open","LO0001","LORD AND TAYLOR","Invoice","101679","273.60",".00","  .00%",".00",".00","273.60","NET 30","AF","02/10/2014","W","PB","","Current"," 30","03/12/2014","","01/14","","","","","","000160","02/11/2014","","","No collection Info","954987540082","001482","422864","","","101679","G375","","Shipped","02/10/14","GCTN-GREAT CENT","    18","     3","180174","273.60","    .00",".00","000036","","","PA","0058","0082",
"315","Open","LO0001","LORD AND TAYLOR","Invoice","101680","627.75",".00","  .00%",".00",".00","627.75","NET 30","AF","02/07/2014","W","PB","","Current"," 30","03/09/2014","","01/14","","","","","","000160","02/11/2014","","","No collection Info","955079350082","001482","376673","","","101680","G374","","Shipped","02/07/14","GCTN-GREAT CENT","    18","     2","180182","627.75","    .00",".00","000034","","","PA","0058","0082",
"316","Open","LO0001","LORD AND TAYLOR","Invoice","101681","182.40",".00","  .00%",".00",".00","182.40","NET 30","AF","02/10/2014","W","PB","","Current"," 30","03/12/2014","","01/14","","","","","","000160","02/11/2014","","","No collection Info","954987540082","001487","422864","","","101681","G375","","Shipped","02/10/14","GCTN-GREAT CENT","    12","     2","180174","182.40","    .00",".00","000036","","","PA","0064","0082",
"317","Open","LO0001","LORD AND TAYLOR","Invoice","101682","364.80",".00","  .00%",".00",".00","364.80","NET 30","AF","02/10/2014","W","PB","","Current"," 30","03/12/2014","","01/14","","","","","","000160","02/11/2014","","","No collection Info","954988380082","001528","422864","","","101682","G375","","Shipped","02/10/14","GCTN-GREAT CENT","    24","     4","180174","364.80","    .00",".00","000036","","","PA","0199","0082",
"318","Open","LO0001","LORD AND TAYLOR","Invoice","101684","1,255.50",".00","  .00%",".00",".00","1,255.50","NET 30","AF","02/07/2014","W","PB","","Current"," 30","03/09/2014","","01/14","","","","","","000160","02/11/2014","","","No collection Info","955087760082","001528","376673","","","101684","G374","","Shipped","02/07/14","GCTN-GREAT CENT","    36","     4","180182","1,255.50","    .00",".00","000034","","","PA","0199","0082",
"319","Open","MA0001","THE MARMAXX GROUP","Invoice","100264","13,094.40",".00","  .00%",".00",".00","13,094.40","NET 30","AF","09/18/2013","W","PB","131","121 to 150"," 30","10/18/2013","","08/13","","","","","","000035","09/18/2013","","","No collection Info","827252","MA0001","342795","","","100264","G19","","Shipped","09/18/13","","  2046","   341","136835","13,094.40","    .00",".00","","","","MA","","",
"320","Open","MA0001","THE MARMAXX GROUP","Invoice","100295","4,416.00",".00","  .00%",".00",".00","4,416.00","NET 30","AF","09/26/2013","W","PB","123","121 to 150"," 30","10/26/2013","","08/13","","","","","","000051","10/01/2013","","","No collection Info","827252","MA0001","342795","","","100295","G68","","Shipped","09/26/13","CALL TO ROUTE","   690","   115","137005","4,416.00","    .00",".00","","","","MA","","",
"321","Open","MA0001","THE MARMAXX GROUP","Invoice","101421","4,770.00",".00","  .00%",".00",".00","4,770.00","NET 60","AF","01/22/2014","W","PB","","Current"," 60","03/23/2014","","01/14","","","","","","000138","01/23/2014","","","No collection Info","01 201339","MA0881","LINE GB","","","101421","G347","","Shipped","01/22/14","CALL TO ROUTE","   954","   159","173911","4,770.00","    .00",".00","","","","NV","","00881",
"322","Open","MA0001","THE MARMAXX GROUP","Invoice","101423","2,370.00",".00","  .00%",".00",".00","2,370.00","NET 60","AF","01/22/2014","W","PB","","Current"," 60","03/23/2014","","01/14","","","","","","000138","01/23/2014","","","No collection Info","07201339","MA0887","LINE GB","","","101423","G347","","Shipped","01/22/14","CALL TO ROUTE","   474","    79","173913","2,370.00","    .00",".00","","","","GA","","00887",
"323","Open","MA0001","THE MARMAXX GROUP","Invoice","101424","2,370.00",".00","  .00%",".00",".00","2,370.00","NET 60","AF","01/22/2014","W","PB","","Current"," 60","03/23/2014","","01/14","","","","","","000138","01/23/2014","","","No collection Info","08 201339","MA0888","LINE GB","","","101424","G347","","Shipped","01/22/14","CALL TO ROUTE","   474","    79","173914","2,370.00","    .00",".00","","","","MA","","00888",
"324","Open","MA0001","THE MARMAXX GROUP","Invoice","101414","82,800.00",".00","  .00%",".00",".00","82,800.00","NET 60","AF","01/23/2014","W","PB","","Current"," 60","03/24/2014","","01/14","","","","","","000139","01/27/2014","","","No collection Info","03852631","MA0001","414279","","","101414","G349","","Shipped","01/23/14","JB HUNT"," 14400","  2400","173616","82,800.00","    .00",".00","","","","","","",
"325","Open","MA0001","THE MARMAXX GROUP","Invoice","101422","2,370.00",".00","  .00%",".00",".00","2,370.00","NET 60","AF","01/23/2014","W","PB","","Current"," 60","03/24/2014","","01/14","","","","","","000138","01/23/2014","","","No collection Info","06 201339","MA0886","LINE GB","","","101422","G347","","Shipped","01/23/14","CALL TO ROUTE","   474","    79","173912","2,370.00","    .00",".00","","","","VA","","00886",
"326","Open","MA0001","THE MARMAXX GROUP","Invoice","101686","8,308.20",".00","  .00%",".00",".00","8,308.20","NET 60","AF","02/03/2014","W","PB","","Current"," 60","04/04/2014","","01/14","","","","","","000157","02/06/2014","","","No collection Info","01 289437","MA0881","LINE GB","","","101686","G369","","Shipped","02/03/14","CALL TO ROUTE","  1362","   227","180184","8,308.20","    .00",".00","","","","NV","","00881",
"327","Open","MA0001","THE MARMAXX GROUP","Invoice","101687","4,867.80",".00","  .00%",".00",".00","4,867.80","NET 60","AF","02/03/2014","W","PB","","Current"," 60","04/04/2014","","01/14","","","","","","000157","02/06/2014","","","No collection Info","07 289437","MA0887","LINE GB","","","101687","G368","","Shipped","02/03/14","CALL TO ROUTE","   798","   133","180185","4,867.80","    .00",".00","","","","GA","","00887",
"328","Open","MI0001","MINI MAX","Invoice","101142","713.28","44.28","  .00%",".00","15.00","713.28","Net 30","MC","12/09/2013","W","PB","48","31 to 60"," 30","01/09/2014","","12/13","","","","","","000114","12/13/2013","","","No collection Info","120313","MI0001","784994","","","101142","G302","","Shipped","12/09/13","CALL TO ROUTE","   120","    10","164500","713.28","  44.28",".00","","","","NY","","",
"329","Open","MK0001","MYRTLE KIDS #18","Invoice","101186","84.00",".00","  .00%",".00",".00","84.00","NET 10 EOM + 30","EE","12/09/2013","W","PB","27","1 to 30"," 20","01/30/2014","","12/13","","","","","","000117","12/17/2013","","","No collection Info","16879","MK0001","789086","","","101186","G303","","Shipped","12/09/13","CALL TO ROUTE","    24","     2","MULTI","84.00","    .00",".00","","","","NY","","",
"330","Open","MR0001","M AND R CHILDRENSWEA","Invoice","100296","351.16","63.16","  .00%",".00",".00","351.16","NET 30","EE","09/20/2013","W","PB","129","121 to 150"," 30","10/20/2013","","08/13","","","","","","000045","09/20/2013","","","Return Processed","2155","MR0001","108685","","Customer claiming they return the goods","100296","G25","","Shipped","09/20/13","","    48","     4","2155","351.16","  63.16",".00","","","","NY","","",
"331","Open","MR0001","M AND R CHILDRENSWEA","Invoice","100297","211.70","29.30","  .00%",".00",".00","211.70","NET 30","EE","09/20/2013","W","PB","129","121 to 150"," 30","10/20/2013","","08/13","","","","","","000045","09/20/2013","","","Return Processed","2157","MR0001","108685","","Customer claims  they return back","100297","G26","","Shipped","09/20/13","","    24","     2","2157","211.70","  29.30",".00","","","","NY","","",
"332","Open","MR0001","M AND R CHILDRENSWEA","Invoice","100991","192.66","35.46","  .00%",".00",".00","192.66","NET 30","EE","10/30/2013","W","PB","89","61 to 90"," 30","11/29/2013","","10/13","","","","","","000079","11/04/2013","","","No collection Info","2155","MR0001","507568","","","100991","G235","","Shipped","10/30/13","FEDEX GROUND","    24","     2","","192.66","  35.46",".00","","55784138688","","NY","","",
"333","Open","NA0001","NATIONAL STORES","Invoice","100595","2,400.00",".00","  .00%",".00",".00","2,400.00","ROG + 60","MC","10/14/2013","W","PB","70","61 to 90"," 65","12/18/2013","","08/13","","","","","","000063","10/16/2013","","","No collection Info","186193-00/274212","0996","110337","","","100595","G167","","Shipped","10/14/13","CALL TO ROUTE","   240","    20","140541","2,400.00","    .00",".00","","","","TX","996","",
"334","Open","NA0001","NATIONAL STORES","Invoice","100596","3,600.00",".00","  .00%",".00",".00","3,600.00","ROG + 60","MC","10/14/2013","W","PB","70","61 to 90"," 65","12/18/2013","","08/13","","","","","","000063","10/16/2013","","","No collection Info","186161-00/274212","NA0001","110337","","","100596","G168","","Shipped","10/14/13","CALL TO ROUTE","   360","    30","140542","3,600.00","    .00",".00","","","","CA","991","",
"335","Open","NA0001","NATIONAL STORES","Invoice","101243","8,664.00",".00","  .00%",".00",".00","8,664.00","ROG + 60","AF","12/23/2013","W","PB","","Current"," 65","02/27/2014","","12/13","","","","","","000121","12/26/2013","","","No collection Info","604775-00","NA0001","807489","","","101243","G329","","Shipped","12/23/13","CALL TO ROUTE","  2166","   181","168690","8,664.00","    .00",".00","","","","CA","991","",
"336","Open","NA0001","NATIONAL STORES","Invoice","101244","5,405.40",".00","  .00%",".00",".00","5,405.40","ROG + 60","AF","12/23/2013","W","PB","","Current"," 65","02/27/2014","","12/13","","","","","","000121","12/26/2013","","","No collection Info","604794-00","NA0001","807490","","","101244","G329","","Shipped","12/23/13","CALL TO ROUTE","  1716","   143","168690","5,405.40","    .00",".00","","","","CA","991","",
"337","Open","NA0001","NATIONAL STORES","Invoice","101245","4,680.00",".00","  .00%",".00",".00","4,680.00","ROG + 60","AF","12/23/2013","W","PB","","Current"," 65","02/27/2014","","12/13","","","","","","000121","12/26/2013","","","No collection Info","604776-00","0996","807489","","","101245","G328","","Shipped","12/23/13","CALL TO ROUTE","  1170","    99","168691","4,680.00","    .00",".00","","","","TX","996","",
"338","Open","NA0001","NATIONAL STORES","Invoice","101246","2,948.40",".00","  .00%",".00",".00","2,948.40","ROG + 60","AF","12/23/2013","W","PB","","Current"," 65","02/27/2014","","12/13","","","","","","000121","12/26/2013","","","No collection Info","604795-00","0996","807490","","","101246","G328","","Shipped","12/23/13","CALL TO ROUTE","   936","    80","168691","2,948.40","    .00",".00","","","","TX","996","",
"339","Open","NA0001","NATIONAL STORES","Invoice","101383","8,705.00",".00","  .00%",".00",".00","8,705.00","ROG + 60","AF","01/13/2014","W","PB","","Current"," 65","03/19/2014","","01/14","","","","","","000133","01/14/2014","","","No collection Info","286685","NA0001","825846","","","101383","G338","","Shipped","01/13/14","CALL TO ROUTE","  1508","   127","172354","8,705.00","    .00",".00","","","","TX","991","996",
"340","Open","NA0001","NATIONAL STORES","Invoice","101384","55,950.00",".00","  .00%",".00",".00","55,950.00","ROG + 60","AF","01/13/2014","W","PB","","Current"," 65","03/19/2014","","01/14","","","","","","000133","01/14/2014","","","No collection Info","286686","NA0001","825846","","","101384","G338","","Shipped","01/13/14","CALL TO ROUTE","  8952","   746","172355","55,950.00","    .00",".00","","","","TX","991","996",
"341","Open","NA0001","NATIONAL STORES","Invoice","101377","10,935.00",".00","  .00%",".00",".00","10,935.00","ROG + 60","AF","01/14/2014","W","PB","","Current"," 65","03/20/2014","","01/14","","","","","","000134","01/15/2014","","","No collection Info","286660","NA0001","825846",""," Adjust qty shipped 101377","101377","G339","","Shipped","01/14/14","CALL TO ROUTE","  2688","   224","","10,935.00","    .00",".00","","","","CA","991","991",
"342","Open","NA0001","NATIONAL STORES","Invoice","101378","7,560.00",".00","  .00%",".00",".00","7,560.00","ROG + 60","AF","01/14/2014","W","PB","","Current"," 65","03/20/2014","","01/14","","","","","","000134","01/15/2014","","","No collection Info","286661","NA0001","825846","","","101378","G339","","Shipped","01/14/14","CALL TO ROUTE","  2520","   210","","7,560.00","    .00",".00","","","","CA","991","991",
"343","Open","NA0001","NATIONAL STORES","Invoice","101379","25,020.00",".00","  .00%",".00",".00","25,020.00","ROG + 60","AF","01/14/2014","W","PB","","Current"," 65","03/20/2014","","01/14","","","","","","000134","01/15/2014","","","No collection Info","286662","NA0001","825846","","","101379","G339","","Shipped","01/14/14","CALL TO ROUTE","  8340","   695","","25,020.00","    .00",".00","","","","CA","991","991",
"344","Open","NA0001","NATIONAL STORES","Invoice","101380","20,592.00",".00","  .00%",".00",".00","20,592.00","ROG + 60","AF","01/14/2014","W","PB","","Current"," 65","03/20/2014","","01/14","","","","","","000134","01/15/2014","","","No collection Info","286663","NA0001","825846","","","101380","G339","","Shipped","01/14/14","CALL TO ROUTE","  5148","   429","","20,592.00","    .00",".00","","","","CA","991","991",
"345","Open","NA0001","NATIONAL STORES","Invoice","101381","13,188.00",".00","  .00%",".00",".00","13,188.00","ROG + 60","AF","01/14/2014","W","PB","","Current"," 65","03/20/2014","","01/14","","","","","","000134","01/15/2014","","","No collection Info","286683","NA0001","825846","","","101381","G339","","Shipped","01/14/14","CALL TO ROUTE","  4396","   367","","13,188.00","    .00",".00","","","","CA","991","991",
"346","Open","NA0001","NATIONAL STORES","Invoice","101382","16,632.00",".00","  .00%",".00",".00","16,632.00","ROG + 60","AF","01/14/2014","W","PB","","Current"," 65","03/20/2014","","01/14","","","","","","000134","01/15/2014","","","No collection Info","286684","NA0001","825846","","","101382","G339","","Shipped","01/14/14","CALL TO ROUTE","  5544","   462","","16,632.00","    .00",".00","","","","CA","991","991",
"347","Open","NK0001","NORTH EAST KIDS LLC","Invoice","101187","42.00",".00","  .00%",".00",".00","42.00","NET 10 EOM + 30","EE","12/09/2013","W","PB","27","1 to 30"," 20","01/30/2014","","12/13","","","","","","000117","12/17/2013","","","No collection Info","16879","NK0001","784556","","","101187","G303","","Shipped","12/09/13","CALL TO ROUTE","    12","     1","MULTI","42.00","    .00",".00","","","","PA","","",
"348","Open","NS0001","NORDSTROMS","Invoice","101063","646.09","28.69","  .00%",".00",".00","646.09","NET 45","EE","11/15/2013","W","PB","58","31 to 60"," 45","12/30/2013","","11/13","","","","","","000110","12/03/2013","","","No collection Info","6251619","NS0001","CAN'T WAIT","","","101063","G276","","Shipped","11/15/13","SURFACE","    18","     2","","646.09","  28.69",".00","","","","WA","808","",
"349","Open","NS0001","NORDSTROMS","Invoice","101688","3,954.00",".00","  .00%",".00",".00","3,954.00","NET 45","EE","02/04/2014","W","PB","","Current"," 45","03/21/2014","","01/14","","","","","","000154","02/05/2014","","","No collection Info","6258637","NS0001","901449","","","101688","G364","","Shipped","02/04/14","CTE","   112","    14","180186","3,954.00","    .00",".00","","","","IA","808","599",
"350","Open","NV0001","NAVY EXCHANGE NEXCOM","Invoice","101005","1,620.00",".00","  .00%",".00",".00","1,620.00","NET 30","AF","10/25/2013","W","PB","94","91 to 120"," 30","11/24/2013","","10/13","","","","","","000112","12/06/2013","","","No collection Info","15002614","NV0001","342817","","","101005","G254","","Shipped","10/29/13","BEST OVERNITE","   216","    18","152511","1,620.00","    .00",".00","","","","FL","","",
